Symbol,Type,Amount,Currency,PaymentDate
CSGS,Cash,$0.21,USD,06/21/2018
CSGS,Cash,$0.21,USD,03/29/2018
CSGS,Cash,$0.1975,USD,12/20/2017
CSGS,Cash,$0.1975,USD,09/21/2017
CSGS,Cash,$0.1975,USD,06/22/2017
CSGS,Cash,$0.1975,USD,03/30/2017
CSGS,Cash,$0.185,USD,12/22/2016
CSGS,Cash,$0.185,USD,09/29/2016
CSGS,Cash,$0.185,USD,06/30/2016
CSGS,Cash,$0.185,USD,03/31/2016
CSGS,Cash,$0.175,USD,12/21/2015
CSGS,Cash,$0.175,USD,09/24/2015
CSGS,Cash,$0.175,USD,06/24/2015
CSGS,Cash,$0.175,USD,03/26/2015
CSGS,Cash,$0.1575,USD,12/19/2014
CSGS,Cash,$0.1575,USD,09/25/2014
CSGS,Cash,$0.1575,USD,06/26/2014
CSGS,Cash,$0.15,USD,03/27/2014
CSGS,Cash,$0.15,USD,12/20/2013
CSGS,Cash,$0.15,USD,09/25/2013
CSGS,Cash,$0.15,USD,07/25/2013
CSPI,Cash,$0.04,USD,01/09/2024
CSPI,Cash,$0.04,USD,09/12/2023
CSPI,Cash,$0.04,USD,06/13/2023
CSPI,Cash,$0.03,USD,03/14/2023
CSPI,Cash,$0.03,USD,01/06/2023
CSPI,Cash,$0.03,USD,09/09/2022
CSPI,Cash,$0.15,USD,03/13/2020
CSPI,Cash,$0.15,USD,01/15/2020
CSPI,Cash,$0.15,USD,09/13/2019
CSPI,Cash,$0.15,USD,06/14/2019
CSPI,Cash,$0.15,USD,03/14/2019
CSPI,Cash,$0.15,USD,01/22/2019
CSPI,Cash,$0.15,USD,09/14/2018
CSPI,Cash,$0.11,USD,06/15/2018
CSPI,Cash,$0.11,USD,03/16/2018
CSPI,Cash,$0.11,USD,01/16/2018
CSPI,Cash,$0.11,USD,09/05/2017
CSPI,Cash,$0.11,USD,06/15/2017
CSPI,Cash,$0.11,USD,03/17/2017
CSPI,Cash,$0.11,USD,02/08/2017
CSPI,Cash,$0.11,USD,09/09/2016
CSPI,Cash,$0.11,USD,06/10/2016
CSPI,Cash,$0.11,USD,03/11/2016
CSPI,Cash,$0.11,USD,01/11/2016
CSPI,Cash,$0.11,USD,09/11/2015
CSPI,Cash,$0.11,USD,06/10/2015
CSPI,Cash,$0.11,USD,03/12/2015
CSPI,Cash,$0.11,USD,01/08/2015
CSPI,Cash,$0.11,USD,08/29/2014
CSPI,Cash,$0.11,USD,06/10/2014
CSPI,Cash,$0.11,USD,03/11/2014
CSPI,Cash,$0.10,USD,01/07/2014
CSPI,Cash,$0.10,USD,08/30/2013
CSPI,Cash,$0.20,USD,N/A
CSQ,Cash,$0.1025,USD,01/11/2024
CSQ,Cash,$0.1025,USD,12/18/2023
CSQ,Cash,$0.1025,USD,11/20/2023
CSQ,Cash,$0.1025,USD,10/19/2023
CSQ,Cash,$0.1025,USD,09/18/2023
CSQ,Cash,$0.1025,USD,08/17/2023
CSQ,Cash,$0.1025,USD,07/20/2023
CSQ,Cash,$0.1025,USD,06/16/2023
CSQ,Cash,$0.1025,USD,05/18/2023
CSQ,Cash,$0.1025,USD,04/20/2023
CSQ,Cash,$0.1025,USD,03/20/2023
CSQ,Cash,$0.1025,USD,02/17/2023
CSQ,Cash,$0.1025,USD,01/13/2023
CSQ,Cash,$0.1025,USD,12/19/2022
CSQ,Cash,$0.1025,USD,11/18/2022
CSQ,Cash,$0.1025,USD,10/20/2022
CSQ,Cash,$0.1025,USD,09/20/2022
CSQ,Cash,$0.1025,USD,08/19/2022
CSQ,Cash,$0.1025,USD,07/20/2022
CSQ,Cash,$0.1025,USD,06/17/2022
CSQ,Cash,$0.1025,USD,05/20/2022
CSQ,Cash,$0.1025,USD,04/20/2022
CSQ,Cash,$0.1025,USD,03/18/2022
CSQ,Cash,$0.1025,USD,02/18/2022
CSQ,Cash,$0.1025,USD,01/14/2022
CSQ,Cash,$0.1025,USD,12/20/2021
CSQ,Cash,$0.1025,USD,11/19/2021
CSQ,Cash,$0.1025,USD,10/20/2021
CSQ,Cash,$0.1025,USD,09/20/2021
CSQ,Cash,$0.1025,USD,08/20/2021
CSQ,Cash,$0.1025,USD,07/20/2021
CSQ,Cash,$0.1025,USD,06/18/2021
CSQ,Cash,$0.1025,USD,05/20/2021
CSQ,Cash,$0.1025,USD,04/20/2021
CSQ,Cash,$0.1025,USD,03/19/2021
CSQ,Cash,$0.1025,USD,02/19/2021
CSQ,Cash,$0.0925,USD,01/15/2021
CSQ,Cash,$0.0925,USD,12/18/2020
CSQ,Cash,$0.0925,USD,11/20/2020
CSQ,Cash,$0.0925,USD,10/20/2020
CSQ,Cash,$0.0925,USD,09/18/2020
CSQ,Cash,$0.0925,USD,08/20/2020
CSQ,Cash,$0.0925,USD,07/20/2020
CSQ,Cash,$0.0925,USD,06/19/2020
CSQ,Cash,$0.0925,USD,05/20/2020
CSQ,Cash,$0.0925,USD,04/20/2020
CSQ,Cash,$0.0925,USD,03/20/2020
CSQ,Cash,$0.0925,USD,02/20/2020
CSQ,Cash,$0.0825,USD,01/17/2020
CSQ,Cash,$0.0825,USD,12/20/2019
CSQ,Cash,$0.0825,USD,11/20/2019
CSQ,Cash,$0.0825,USD,10/21/2019
CSQ,Cash,$0.0825,USD,09/20/2019
CSQ,Cash,$0.0825,USD,08/20/2019
CSQ,Cash,$0.0825,USD,07/19/2019
CSQ,Cash,$0.0825,USD,06/20/2019
CSQ,Cash,$0.0825,USD,05/20/2019
CSQ,Cash,$0.0825,USD,04/18/2019
CSQ,Cash,$0.0825,USD,03/20/2019
CSQ,Cash,$0.0825,USD,02/20/2019
CSQ,Cash,$0.0825,USD,01/18/2019
CSQ,Cash,$0.0825,USD,12/20/2018
CSQ,Cash,$0.0825,USD,11/20/2018
CSQ,Cash,$0.0825,USD,10/19/2018
CSQ,Cash,$0.0825,USD,09/20/2018
CSQ,Cash,$0.0825,USD,08/20/2018
CSQ,Cash,$0.0825,USD,07/20/2018
CSQ,Cash,$0.0825,USD,06/20/2018
CSQ,Cash,$0.0825,USD,05/21/2018
CSQ,Cash,$0.0825,USD,04/20/2018
CSQ,Cash,$0.0825,USD,03/20/2018
CSQ,Cash,$0.0825,USD,02/20/2018
CSQ,Cash,$0.0825,USD,01/04/2018
CSQ,Cash,$0.0825,USD,12/15/2017
CSQ,Cash,$0.0825,USD,11/15/2017
CSQ,Cash,$0.0825,USD,10/16/2017
CSQ,Cash,$0.0825,USD,09/15/2017
CSQ,Cash,$0.0825,USD,08/15/2017
CSQ,Cash,$0.0825,USD,07/14/2017
CSQ,Cash,$0.0825,USD,06/15/2017
CSQ,Cash,$0.0825,USD,05/15/2017
CSQ,Cash,$0.0825,USD,04/17/2017
CSQ,Cash,$0.0825,USD,03/15/2017
CSQ,Cash,$0.0825,USD,02/15/2017
CSQ,Cash,$0.0825,USD,01/05/2017
CSQ,Cash,$0.0825,USD,12/15/2016
CSQ,Cash,$0.0825,USD,11/15/2016
CSQ,Cash,$0.0825,USD,10/14/2016
CSQ,Cash,$0.0825,USD,09/15/2016
CSQ,Cash,$0.0825,USD,08/15/2016
CSQ,Cash,$0.0825,USD,07/15/2016
CSQ,Cash,$0.0825,USD,06/15/2016
CSQ,Cash,$0.0825,USD,05/16/2016
CSQ,Cash,$0.0825,USD,04/15/2016
CSQ,Cash,$0.0825,USD,03/15/2016
CSQ,Cash,$0.0825,USD,02/16/2016
CSQ,Cash,$0.0825,USD,01/06/2016
CSQ,Cash,$0.0825,USD,12/15/2015
CSQ,Cash,$0.0825,USD,11/16/2015
CSQ,Cash,$0.0825,USD,10/15/2015
CSQ,Cash,$0.0825,USD,09/15/2015
CSQ,Cash,$0.0825,USD,08/14/2015
CSQ,Cash,$0.0825,USD,07/15/2015
CSQ,Cash,$0.0825,USD,06/15/2015
CSQ,Cash,$0.0825,USD,05/15/2015
CSQ,Cash,$0.0825,USD,04/15/2015
CSQ,Cash,$0.0825,USD,03/16/2015
CSQ,Cash,$0.0825,USD,02/13/2015
CSQ,Cash,$0.0825,USD,01/06/2015
CSQ,Cash,$0.0825,USD,12/15/2014
CSQ,Cash,$0.0825,USD,11/14/2014
CSQ,Cash,$0.0825,USD,10/15/2014
CSQ,Cash,$0.0825,USD,09/15/2014
CSQ,Cash,$0.0825,USD,08/15/2014
CSQ,Cash,$0.0825,USD,07/15/2014
CSQ,Cash,$0.0825,USD,06/16/2014
CSQ,Cash,$0.0825,USD,05/15/2014
CSQ,Cash,$0.0825,USD,04/15/2014
CSQ,Cash,$0.07,USD,03/14/2014
CSQ,Cash,$0.07,USD,02/14/2014
CSQ,Cash,$0.07,USD,01/06/2014
CSQ,Cash,$0.07,USD,12/16/2013
CSQ,Cash,$0.07,USD,11/15/2013
CSQ,Cash,$0.07,USD,10/15/2013
CSQ,Cash,$0.07,USD,09/16/2013
CSQ,Cash,$0.07,USD,08/15/2013
CSQ,Cash,$0.07,USD,07/15/2013
CSQ,Cash,$0.07,USD,06/14/2013
CSQ,Cash,$0.07,USD,02/15/2013
CSQ,Cash,$0.07,USD,01/04/2013
CSQ,Cash,$0.07,USD,06/15/2012
CSQ,Cash,$0.07,USD,05/15/2012
CSQ,Cash,$0.07,USD,04/16/2012
CSQ,Cash,$0.07,USD,03/15/2012
CSQ,Cash,$0.07,USD,02/15/2012
CSQ,Cash,$0.0525,USD,01/05/2012
CSQ,Cash,$0.0525,USD,12/15/2011
CSQ,Cash,$0.0525,USD,11/15/2011
CSQ,Cash,$0.0525,USD,10/14/2011
CSQ,Cash,$0.0525,USD,09/15/2011
CSQ,Cash,$0.0525,USD,08/15/2011
CSQ,Cash,$0.0525,USD,07/15/2011
CSQ,Cash,$0.0525,USD,06/15/2011
CSQ,Cash,$0.0525,USD,05/16/2011
CSQ,Cash,$0.0525,USD,04/15/2011
CSQ,Cash,$0.0525,USD,03/15/2011
CSQ,Cash,$0.0525,USD,02/15/2011
CSQ,Cash,$0.0525,USD,01/05/2011
CSQ,Cash,$0.0525,USD,12/10/2010
CSQ,Cash,$0.0525,USD,11/16/2010
CSQ,Cash,$0.0525,USD,10/15/2010
CSQ,Cash,$0.0525,USD,09/15/2010
CSQ,Cash,$0.0525,USD,08/13/2010
CSQ,Cash,$0.0525,USD,07/15/2010
CSQ,Cash,$0.0525,USD,06/15/2010
CSQ,Cash,$0.0525,USD,05/17/2010
CSQ,Cash,$0.0525,USD,04/16/2010
CSQ,Cash,$0.0525,USD,03/16/2010
CSQ,Cash,$0.0525,USD,02/12/2010
CSQ,Cash,$0.0525,USD,12/10/2009
CSQ,Cash,$0.0525,USD,11/16/2009
CSQ,Cash,$0.0625,USD,10/15/2009
CSQ,Cash,$0.0625,USD,09/15/2009
CSQ,Cash,$0.0625,USD,08/13/2009
CSQ,Cash,$0.0625,USD,07/15/2009
CSQ,Cash,$0.075,USD,06/15/2009
CSQ,Cash,$0.075,USD,04/16/2009
CSQ,Cash,$0.075,USD,01/06/2009
CSQ,Cash,$0.075,USD,12/11/2008
CSQ,Cash,$0.1025,USD,10/17/2008
CSQ,Cash,$0.1025,USD,09/11/2008
CSQ,Cash,$0.1025,USD,08/14/2008
CSQ,Cash,$0.1025,USD,07/16/2008
CSQ,Cash,$0.1025,USD,06/17/2008
CSQ,Cash,$0.1025,USD,05/15/2008
CSQ,Cash,$0.1025,USD,04/16/2008
CSQ,Cash,$0.1025,USD,03/18/2008
CSQ,Cash,$0.1025,USD,02/14/2008
CSQ,Cash,$0.1423,USD,01/04/2008
CSQ,Cash,$0.1025,USD,12/11/2007
CSQ,Cash,$0.0975,USD,11/15/2007
CSQ,Cash,$0.0975,USD,10/16/2007
CSQ,Cash,$0.0975,USD,09/18/2007
CSQ,Cash,$0.0975,USD,08/16/2007
CSQ,Cash,$0.0975,USD,07/17/2007
CSQ,Cash,$0.0975,USD,06/14/2007
CSQ,Cash,$0.0975,USD,05/16/2007
CSQ,Cash,$0.0975,USD,04/17/2007
CSQ,Cash,$0.0975,USD,03/15/2007
CSQ,Cash,$0.0975,USD,02/15/2007
CSQ,Cash,$0.0975,USD,01/04/2007
CSQ,Cash,$0.0975,USD,12/11/2006
CSQ,Cash,$0.0975,USD,11/16/2006
CSQ,Cash,$0.0975,USD,10/17/2006
CSQ,Cash,$0.0975,USD,09/14/2006
CSQ,Cash,$0.0975,USD,08/16/2006
CSQ,Cash,$0.0975,USD,07/18/2006
CSQ,Cash,$0.0975,USD,06/15/2006
CSQ,Cash,$0.0975,USD,05/16/2006
CSQ,Cash,$0.0975,USD,04/19/2006
CSQ,Cash,$0.0975,USD,03/16/2006
CSQ,Cash,$0.0975,USD,02/16/2006
CSQ,Cash,$0.0975,USD,01/13/2006
CSQ,Cash,$0.0875,USD,12/22/2005
CSQ,Cash,$0.0875,USD,11/25/2005
CSQ,Cash,$0.0875,USD,10/26/2005
CSQ,Cash,$0.0875,USD,09/27/2005
CSQ,Cash,$0.0875,USD,08/26/2005
CSQ,Cash,$0.0875,USD,07/26/2005
CSQ,Cash,$0.0875,USD,06/27/2005
CSQ,Cash,$0.0875,USD,05/25/2005
CSQ,Cash,$0.0875,USD,04/26/2005
CSQ,Cash,$0.075,USD,03/28/2005
CSQ,Cash,$0.075,USD,02/23/2005
CSQ,Cash,$0.075,USD,01/21/2005
CSQ,Cash,$0.075,USD,12/17/2004
CSQ,Cash,$0.075,USD,11/30/2004
CSQ,Cash,$0.075,USD,10/29/2004
CSQ,Cash,$0.075,USD,09/30/2004
CSQ,Cash,$0.075,USD,08/31/2004
CSQ,Cash,$0.075,USD,07/30/2004
CSSE,Cash,$0.45,USD,08/10/2018
CSSEN,Cash,$0.59375,USD,06/30/2025
CSSEN,Cash,$0.59375,USD,03/31/2025
CSSEN,Cash,$0.59375,USD,12/31/2024
CSSEN,Cash,$0.59375,USD,09/30/2024
CSSEN,Cash,$0.59375,USD,06/30/2024
CSSEN,Cash,$0.59375,USD,03/31/2024
CSSEN,Cash,$0.59375,USD,12/31/2023
CSSEN,Cash,$0.59375,USD,09/30/2023
CSSEN,Cash,$0.59375,USD,06/30/2023
CSSEN,Cash,$0.59375,USD,03/31/2023
CSSEN,Cash,$0.59375,USD,12/31/2022
CSSEN,Cash,$0.59375,USD,09/30/2022
CSSEN,Cash,$0.59375,USD,06/30/2022
CSSEN,Cash,$0.59375,USD,03/31/2022
CSSEN,Cash,$0.59375,USD,12/31/2021
CSSEN,Cash,$0.59375,USD,09/30/2021
CSSEN,Cash,$0.59375,USD,06/30/2021
CSSEN,Cash,$0.59375,USD,03/31/2021
CSSEN,Cash,$0.59375,USD,12/31/2020
CSSEN,Cash,$0.48,USD,09/30/2020
CSSEP,Cash,$0.2031,USD,01/15/2024
CSSEP,Cash,$0.2031,USD,12/15/2023
CSSEP,Cash,$0.2031,USD,11/15/2023
CSSEP,Cash,$0.2031,USD,10/15/2023
CSSEP,Cash,$0.2031,USD,09/15/2023
CSSEP,Cash,$0.2031,USD,08/15/2023
CSSEP,Cash,$0.2031,USD,07/15/2023
CSSEP,Cash,$0.2031,USD,06/15/2023
CSSEP,Cash,$0.2031,USD,05/15/2023
CSSEP,Cash,$0.2031,USD,04/17/2023
CSSEP,Cash,$0.2031,USD,03/15/2023
CSSEP,Cash,$0.2031,USD,02/15/2023
CSSEP,Cash,$0.2031,USD,01/15/2023
CSSEP,Cash,$0.2031,USD,12/15/2022
CSSEP,Cash,$0.2031,USD,11/15/2022
CSSEP,Cash,$0.2031,USD,10/15/2022
CSSEP,Cash,$0.2031,USD,09/15/2022
CSSEP,Cash,$0.2031,USD,08/15/2022
CSSEP,Cash,$0.2031,USD,07/15/2022
CSSEP,Cash,$0.2031,USD,06/15/2022
CSSEP,Cash,$0.2031,USD,05/15/2022
CSSEP,Cash,$0.2031,USD,04/15/2022
CSSEP,Cash,$0.2031,USD,03/15/2022
CSSEP,Cash,$0.2031,USD,02/15/2022
CSSEP,Cash,$0.2031,USD,01/17/2022
CSSEP,Cash,$0.2031,USD,12/15/2021
CSSEP,Cash,$0.2031,USD,11/15/2021
CSSEP,Cash,$0.2031,USD,10/15/2021
CSSEP,Cash,$0.2031,USD,09/15/2021
CSSEP,Cash,$0.2031,USD,08/16/2021
CSSEP,Cash,$0.2031,USD,07/15/2021
CSSEP,Cash,$0.2031,USD,06/15/2021
CSSEP,Cash,$0.2031,USD,05/17/2021
CSSEP,Cash,$0.2031,USD,04/15/2021
CSSEP,Cash,$0.2031,USD,03/15/2021
CSSEP,Cash,$0.2031,USD,02/15/2021
CSSEP,Cash,$0.2031,USD,01/15/2021
CSSEP,Cash,$0.2031,USD,12/15/2020
CSSEP,Cash,$0.2031,USD,11/16/2020
CSSEP,Cash,$0.2031,USD,10/15/2020
CSSEP,Cash,$0.2031,USD,09/15/2020
CSSEP,Cash,$0.2031,USD,08/17/2020
CSSEP,Cash,$0.2031,USD,07/15/2020
CSSEP,Cash,$0.2031,USD,06/15/2020
CSSEP,Cash,$0.2031,USD,05/15/2020
CSSEP,Cash,$0.2031,USD,04/15/2020
CSSEP,Cash,$0.2031,USD,03/16/2020
CSSEP,Cash,$0.2031,USD,02/18/2020
CSSEP,Cash,$0.2031,USD,01/15/2020
CSSEP,Cash,$0.2031,USD,12/16/2019
CSSEP,Cash,$0.2031,USD,11/15/2019
CSSEP,Cash,$0.2031,USD,10/15/2019
CSSEP,Cash,$0.2031,USD,09/16/2019
CSSEP,Cash,$0.2031,USD,08/15/2019
CSSEP,Cash,$0.2031,USD,07/15/2019
CSSEP,Cash,$0.2031,USD,06/17/2019
CSSEP,Cash,$0.2031,USD,05/15/2019
CSSEP,Cash,$0.2031,USD,04/15/2019
CSSEP,Cash,$0.2031,USD,03/15/2019
CSSEP,Cash,$0.2031,USD,02/15/2019
CSSEP,Cash,$0.2031,USD,01/15/2019
CSSEP,Cash,$0.2031,USD,12/17/2018
CSSEP,Cash,$0.2031,USD,11/15/2018
CSSEP,Cash,$0.2031,USD,10/15/2018
CSSEP,Cash,$0.2031,USD,09/17/2018
CSSEP,Cash,$0.2031,USD,08/15/2018
CSSEP,Cash,$0.2031,USD,07/16/2018
CSTE,Cash,$0.25,USD,09/07/2022
CSTE,Cash,$0.10,USD,11/30/2021
CSTE,Cash,$0.21,USD,06/01/2021
CSTE,Cash,$0.14,USD,12/09/2020
CSTE,Cash,$0.15,USD,12/10/2019
CSTE,Cash,$0.15,USD,12/12/2018
CSTE,Cash,$0.15,USD,09/12/2018
CSTE,Cash,$0.29,USD,03/14/2018
CSTE,Cash,$0.57,USD,12/23/2014
CSTE,Cash,$0.58,USD,12/11/2013
CSTR,Cash,$0.11,USD,11/22/2023
CSTR,Cash,$0.11,USD,08/23/2023
CSTR,Cash,$0.11,USD,05/24/2023
CSTR,Cash,$0.10,USD,02/22/2023
CSTR,Cash,$0.10,USD,11/23/2022
CSTR,Cash,$0.10,USD,08/24/2022
CSTR,Cash,$0.10,USD,05/25/2022
CSTR,Cash,$0.06,USD,02/23/2022
CSTR,Cash,$0.06,USD,11/24/2021
CSTR,Cash,$0.06,USD,08/25/2021
CSTR,Cash,$0.06,USD,05/26/2021
CSTR,Cash,$0.05,USD,02/24/2021
CSTR,Cash,$0.05,USD,11/25/2020
CSTR,Cash,$0.05,USD,08/27/2020
CSTR,Cash,$0.05,USD,05/29/2020
CSTR,Cash,$0.05,USD,02/21/2020
CSTR,Cash,$0.05,USD,11/22/2019
CSTR,Cash,$0.05,USD,08/26/2019
CSTR,Cash,$0.05,USD,05/24/2019
CSTR,Cash,$0.04,USD,02/25/2019
CSTR,Cash,$0.04,USD,11/15/2018
CSTR,Cash,$0.04,USD,08/15/2018
CSWC,Cash,$0.63,USD,12/29/2023
CSWC,Cash,$0.62,USD,09/29/2023
CSWC,Cash,$0.59,USD,06/30/2023
CSWC,Cash,$0.58,USD,03/31/2023
CSWC,Cash,$0.57,USD,12/30/2022
CSWC,Cash,$0.50,USD,09/30/2022
CSWC,Cash,$0.63,USD,06/30/2022
CSWC,Cash,$0.48,USD,03/31/2022
CSWC,Cash,$0.97,USD,12/31/2021
CSWC,Cash,$0.54,USD,09/30/2021
CSWC,Cash,$0.53,USD,06/30/2021
CSWC,Cash,$0.52,USD,03/31/2021
CSWC,Cash,$0.51,USD,12/31/2020
CSWC,Cash,$0.51,USD,09/30/2020
CSWC,Cash,$0.51,USD,06/30/2020
CSWC,Cash,$0.51,USD,03/31/2020
CSWC,Cash,$1.25,USD,12/31/2019
CSWC,Cash,$0.50,USD,09/30/2019
CSWC,Cash,$0.49,USD,06/28/2019
CSWC,Cash,$0.48,USD,03/29/2019
CSWC,Cash,$0.46,USD,12/31/2018
CSWC,Cash,$0.44,USD,09/28/2018
CSWC,Cash,$0.89,USD,07/02/2018
CSWC,Cash,$0.28,USD,04/02/2018
CSWC,Cash,$0.26,USD,01/02/2018
CSWC,Cash,$0.24,USD,10/02/2017
CSWC,Cash,$0.21,USD,07/03/2017
CSWC,Cash,$0.45,USD,04/03/2017
CSWC,Cash,$0.17,USD,01/03/2017
CSWC,Cash,$0.11,USD,10/01/2016
CSWC,Cash,$0.06,USD,07/01/2016
CSWC,Cash,$0.04,USD,04/01/2016
CSWC,Cash,$0.10,USD,05/29/2015
CSWC,Cash,$0.10,USD,11/28/2014
CSWC,Cash,$0.10,USD,05/30/2014
CSWC,Cash,$0.10,USD,11/29/2013
CSWC,Cash,$0.20,USD,N/A
CSWC,Cash,$0.40,USD,N/A
CSWC,Cash,$0.20,USD,N/A
CSWC,Cash,$0.40,USD,N/A
CSWC,Cash,$0.20,USD,N/A
CSWC,Cash,$0.40,USD,N/A
CSWC,Cash,$0.20,USD,N/A
CSWC,Cash,$0.40,USD,N/A
CSWC,Cash,$0.20,USD,N/A
CSWC,Cash,$0.40,USD,N/A
CSWC,Cash,$0.20,USD,N/A
CSWC,Cash,$0.40,USD,N/A
CSWC,Cash,$0.20,USD,N/A
CSWC,Cash,$0.40,USD,N/A
CSWC,Cash,$0.20,USD,N/A
CSWC,Cash,$0.40,USD,N/A
CSWC,Cash,$0.20,USD,N/A
CSWC,Cash,$0.40,USD,N/A
CSWC,Cash,$0.20,USD,N/A
CSWC,Cash,$0.40,USD,N/A
CSWC,Cash,$0.20,USD,N/A
CSWC,Cash,$0.40,USD,N/A
CSWC,Cash,$0.20,USD,N/A
CSWC,Cash,$0.40,USD,N/A
CSWC,Cash,$0.20,USD,N/A
CSWC,Cash,$0.30,USD,N/A
CSWC,Cash,$0.20,USD,N/A
CSWC,Cash,$1.24,USD,N/A
CSWC,Cash,$0.20,USD,N/A
CSWC,Cash,$0.20,USD,N/A
CSWCZ,Cash,$0.25295139,USD,11/01/2023
CSWCZ,Cash,$0.25295138,USD,08/01/2023
CSWI,Cash,$0.19,USD,11/10/2023
CSWI,Cash,$0.19,USD,08/11/2023
CSWI,Cash,$0.19,USD,05/12/2023
CSWI,Cash,$0.17,USD,02/10/2023
CSWI,Cash,$0.17,USD,11/14/2022
CSWI,Cash,$0.17,USD,08/12/2022
CSWI,Cash,$0.17,USD,05/13/2022
CSWI,Cash,$0.15,USD,02/11/2022
CSWI,Cash,$0.15,USD,11/12/2021
CSWI,Cash,$0.15,USD,08/13/2021
CSWI,Cash,$0.15,USD,05/14/2021
CSWI,Cash,$0.135,USD,02/12/2021
CSWI,Cash,$0.135,USD,11/13/2020
CSWI,Cash,$0.135,USD,08/14/2020
CSWI,Cash,$0.135,USD,05/13/2020
CSWI,Cash,$0.135,USD,02/14/2020
CSWI,Cash,$0.135,USD,11/14/2019
CSWI,Cash,$0.135,USD,08/15/2019
CSWI,Cash,$0.135,USD,06/12/2019
CSX,Cash,$0.11,USD,12/15/2023
CSX,Cash,$0.11,USD,09/15/2023
CSX,Cash,$0.11,USD,06/15/2023
CSX,Cash,$0.11,USD,03/15/2023
CSX,Cash,$0.10,USD,12/15/2022
CSX,Cash,$0.10,USD,09/15/2022
CSX,Cash,$0.10,USD,06/15/2022
CSX,Cash,$0.10,USD,03/15/2022
CSX,Cash,$0.093333,USD,12/15/2021
CSX,Cash,$0.093333,USD,09/15/2021
CSX,Cash,$0.28,USD,06/15/2021
CSX,Cash,$0.28,USD,03/15/2021
CSX,Cash,$0.26,USD,12/15/2020
CSX,Cash,$0.26,USD,09/15/2020
CSX,Cash,$0.26,USD,06/15/2020
CSX,Cash,$0.26,USD,03/13/2020
CSX,Cash,$0.24,USD,12/13/2019
CSX,Cash,$0.24,USD,09/13/2019
CSX,Cash,$0.24,USD,06/14/2019
CSX,Cash,$0.24,USD,03/15/2019
CSX,Cash,$0.22,USD,12/14/2018
CSX,Cash,$0.22,USD,09/14/2018
CSX,Cash,$0.22,USD,06/15/2018
CSX,Cash,$0.22,USD,03/15/2018
CSX,Cash,$0.20,USD,12/15/2017
CSX,Cash,$0.20,USD,09/15/2017
CSX,Cash,$0.20,USD,06/15/2017
CSX,Cash,$0.18,USD,03/15/2017
CSX,Cash,$0.18,USD,12/15/2016
CSX,Cash,$0.18,USD,09/15/2016
CSX,Cash,$0.18,USD,06/15/2016
CSX,Cash,$0.18,USD,03/15/2016
CSX,Cash,$0.18,USD,12/15/2015
CSX,Cash,$0.18,USD,09/15/2015
CSX,Cash,$0.18,USD,06/15/2015
CSX,Cash,$0.16,USD,03/13/2015
CSX,Cash,$0.16,USD,12/15/2014
CSX,Cash,$0.16,USD,09/15/2014
CSX,Cash,$0.16,USD,06/13/2014
CSX,Cash,$0.15,USD,03/14/2014
CSX,Cash,$0.15,USD,12/13/2013
CSX,Cash,$0.15,USD,09/13/2013
CSX,Cash,$0.15,USD,06/14/2013
CSX,Cash,$0.14,USD,03/15/2013
CSX,Cash,$0.14,USD,12/14/2012
CSX,Cash,$0.14,USD,09/14/2012
CSX,Cash,$0.14,USD,06/15/2012
CSX,Cash,$0.12,USD,03/15/2012
CSX,Cash,$0.12,USD,12/15/2011
CSX,Cash,$0.12,USD,09/15/2011
CSX,Cash,$0.36,USD,06/15/2011
CSX,Cash,$0.26,USD,03/15/2011
CSX,Cash,$0.26,USD,12/15/2010
CSX,Cash,$0.24,USD,09/15/2010
CSX,Cash,$0.24,USD,06/15/2010
CSX,Cash,$0.24,USD,03/15/2010
CSX,Cash,$0.22,USD,12/15/2009
CSX,Cash,$0.22,USD,09/15/2009
CSX,Cash,$0.22,USD,06/15/2009
CSX,Cash,$0.22,USD,12/15/2008
CSX,Cash,$0.22,USD,09/15/2008
CSX,Cash,$0.18,USD,06/13/2008
CSX,Cash,$0.15,USD,03/14/2008
CSX,Cash,$0.15,USD,12/14/2007
CSX,Cash,$0.15,USD,09/14/2007
CSX,Cash,$0.12,USD,06/15/2007
CSX,Cash,$0.12,USD,03/15/2007
CSX,Cash,$0.10,USD,12/15/2006
CSX,Cash,$0.10,USD,09/15/2006
CSX,Cash,$0.13,USD,06/15/2006
CSX,Cash,$0.13,USD,03/15/2006
CSX,Cash,$0.13,USD,12/15/2005
CSX,Cash,$0.10,USD,09/15/2005
CSX,Cash,$0.10,USD,06/15/2005
CSX,Cash,$0.10,USD,03/15/2005
CSX,Cash,$0.10,USD,12/15/2004
CSX,Cash,$0.10,USD,09/15/2004
CSX,Cash,$0.30,USD,N/A
CSX,Cash,$0.10,USD,N/A
CSX,Cash,$0.30,USD,12/15/2000
CSX,Cash,$0.30,USD,09/15/2000
CTAS,Cash,$1.35,USD,12/15/2023
CTAS,Cash,$1.35,USD,09/15/2023
CTAS,Cash,$1.15,USD,06/15/2023
CTAS,Cash,$1.15,USD,03/15/2023
CTAS,Cash,$1.15,USD,12/15/2022
CTAS,Cash,$1.15,USD,09/15/2022
CTAS,Cash,$0.95,USD,06/15/2022
CTAS,Cash,$0.95,USD,03/15/2022
CTAS,Cash,$0.95,USD,12/15/2021
CTAS,Cash,$0.95,USD,09/15/2021
